ID,Ranking,JP,EN,JP Furigana,Pronounciation,Sentence JP,Sentence EN,Sentence Romaji,Sentence pronounciation,Explanation,Image
JPN1K-569,569,てめえ,you (used by young males),てめえ,てめえ,てめえ は 何[なに] を している？,What are you doing?,Temee wa nani o shite iru?,てめえは何をしている？,"Extremely rude ‘you’, often used by angry young men in fiction. Avoid using it in real life; it sounds aggressive.",<img src='JPN1K-569.jpeg'>
JPN1K-570,570,とも,"friend, companion, comrade, pal",とも,とも,彼[かれ]は 私[わたし]のともです。,He is my friend.,Kare wa watashi no tomo desu.,彼は私のともです。,"とも sounds old-fashioned or literary. In everyday conversation, people usually say 友達 (tomodachi).",<img src='JPN1K-570.jpeg'>
JPN1K-571,571,よる,"evening, night",よる,よる,よる は うち に います。,I'm at home at night.,Yoru wa uchi ni imasu.,よるはうちにいます。,Using は after よる sets 'at night' as the topic. います is the polite 'to be' for people.,<img src='JPN1K-571.jpeg'>
JPN1K-572,572,軍,"army, force, troops",軍[ぐん],ぐん,彼[かれ] は 軍[ぐん] に いる？,Is he in the army?,Kare wa gun ni iru?,彼は軍にいる？,Casual question. に いる means someone belongs to or is in a group or place.,<img src='JPN1K-572.jpeg'>
JPN1K-573,573,助かる,"to be saved, to be rescued, to survive, to be helped",助[たす]かる,たすかる,これ 本当[ほんとう]に 助[たす]かる よ。,This really helps.,Kore hontou ni tasukaru yo.,これ本当に助かるよ。,Casual. Say this when someone does something that helps you a lot.,<img src='JPN1K-573.jpeg'>
JPN1K-574,574,真,"truth, reality, genuineness",真[しん],しん,君[きみ]は 真[しん]を 知[し]って いる？,Do you know the truth?,Kimi wa shin o shitte iru?,君は真を知っている？,"真 (shin) is a formal word for “the truth” or “the real thing.” In everyday talk, people often say 本当 instead.",<img src='JPN1K-574.jpeg'>
JPN1K-575,575,パーティー,party,パーティー,パーティー,明日[あした]のパーティーに 行[い]く？,Are you going to the party tomorrow?,Ashita no paatii ni iku?,明日のパーティーに行く？,Casual. に marks the event/destination you go to.,<img src='JPN1K-575.jpeg'>
JPN1K-576,576,キス,kiss,キス,キス,今[いま]キスしてもいいですか？,Is it okay if I kiss now?,Ima kisu shitemo ii desu ka?,今キスしてもいいですか？,〜してもいいですか is a polite way to ask for permission.,<img src='JPN1K-576.jpeg'>
JPN1K-577,577,すばらしい,"wonderful, splendid, magnificent",すばらしい,すばらしい,それは すばらしい です ね。,"That's wonderful, isn't it?",Sore wa subarashii desu ne.,それはすばらしいですね。,"Polite, natural reaction when you hear good news.",<img src='JPN1K-577.jpeg'>
JPN1K-578,578,撮る,to take (a photo),撮[と]る,とる,今[いま]、 写真[しゃしん]を 撮[と]る？,Take a photo now?,"Ima, shashin o toru?",今、写真を撮る？,Plain 撮る is casual. It often goes with 写真 + を.,<img src='JPN1K-578.jpeg'>
JPN1K-579,579,点,"spot, mark",点[てん],てん,ここ に 点[てん] が ある。,There is a mark here.,Koko ni ten ga aru.,ここに点がある。,点 often means a small dot or mark you can see on something.,<img src='JPN1K-579.jpeg'>
JPN1K-580,580,何とか,"something, something or other, so-and-so, somehow",何[なん]とか,なんとか,何とかなるから 大丈夫[だいじょうぶ]です。,"It’ll work out somehow, so it’s okay.",Nantoka naru kara daijobu desu.,何とかなるから大丈夫です。,何とか is often used to reassure someone: “somehow” or “one way or another.” Polite tone with desu.,<img src='JPN1K-580.jpeg'>
JPN1K-581,581,曲,"tune, piece of music",曲[きょく],きょく,この 曲[きょく]は 好[す]きですか？,Do you like this song?,Kono kyoku wa suki desu ka?,この曲は好きですか？,曲 refers to a song or piece of music. 好きですか makes a polite yes/no question.,<img src='JPN1K-581.jpeg'>
JPN1K-582,582,味,"flavor, flavour, taste",味[あじ],あじ,この 味[あじ] は どう ですか。,How does it taste?,Kono aji wa do desu ka?,この味はどうですか。,味 means flavor or taste. This is a polite way to ask someone’s opinion about food or drink.,<img src='JPN1K-582.jpeg'>
JPN1K-583,583,調子,"tune, tone, key, pitch, time, rhythm",調子[ちょうし],ちょうし,今日[きょう] の 調子[ちょうし] は どう？,How are you feeling today?,Kyou no choushi wa dou?,今日の調子はどう？,調子 is often used to ask about someone's condition or how things are going. Casual and common in daily talk.,<img src='JPN1K-583.jpeg'>
JPN1K-584,584,させる,to make (someone) do,させる,させる,私[わたし]は 彼[かれ]に 仕事[しごと]を させる。,I make him work.,Watashi wa kare ni shigoto o saseru.,私は彼に仕事をさせる。,Use に to mark the person who is made to do something. 仕事をさせる is the causative of する: “make/let someone do work.”,<img src='JPN1K-584.jpeg'>
JPN1K-585,585,まるで,"quite, entirely, completely, at all",まるで,まるで,まるで 夢[ゆめ]みたいです。,It’s just like a dream.,Marude yume mitai desu.,まるで夢みたいです。,まるで often pairs with みたい to mean “just like.” This sounds polite with です.,<img src='JPN1K-585.jpeg'>
JPN1K-586,586,協力,"cooperation, collaboration",協力[きょうりょく],きょうりょく,協力[きょうりょく] を お 願[ねが]い します。,Please cooperate.,Kyouryoku o onegai shimasu.,協力をお願いします。,Polite set phrase to request help or support from others. Often used in announcements or public signs.,<img src='JPN1K-586.jpeg'>
JPN1K-587,587,ファン,fan,ファン,ファン,私[わたし]はファンです。,I am a fan.,Watashi wa fan desu.,私はファンです。,Polite. Often used as X のファンです to say what you’re a fan of.,<img src='JPN1K-587.jpeg'>
JPN1K-588,588,特別,special,特別[とくべつ],とくべつ,今日[きょう]は とても 特別[とくべつ]です。,Today is very special.,Kyou wa totemo tokubetsu desu.,今日はとても特別です。,Polite. 特別 is a na-adjective; use 特別です or 特別な + noun.,<img src='JPN1K-588.jpeg'>
JPN1K-589,589,おめでとう,congratulations,おめでとう,おめでとう,おめでとう、よく 頑張[がんば]ったね。,"Congratulations, you worked hard!","Omedetou, yoku ganbatta ne.",おめでとう、よく頑張ったね。,"Casual and warm. よく頑張ったね praises effort, often said to friends or family.",<img src='JPN1K-589.jpeg'>
JPN1K-590,590,行ける,"to be good (at), to go well",行[い]ける,いける,君[きみ] は 料理[りょうり] 行ける？,Are you good at cooking?,Kimi wa ryouri ikeru?,君は料理行ける？,Casual. Here 行ける means you’re good at or can handle something.,<img src='JPN1K-590.jpeg'>
JPN1K-591,591,無事,"safety, peace, quietness",無事[ぶじ],ぶじ,昨日[きのう]、 君[きみ]は 無事に 帰[かえ]ったの？,Did you get home safely yesterday?,"Kinou, kimi wa buji ni kaetta no?",昨日、君は無事に帰ったの？,"無事に works like ""safely"" when talking about travel or getting home. The sentence ends casually with の.",<img src='JPN1K-591.jpeg'>
JPN1K-592,592,十分,"plenty, enough, sufficient, satisfactory, adequate",十[じゅう]分[ぶん],じゅうぶん,お 金[かね]は十分あります。,I have enough money.,Okane wa juubun arimasu.,お金は十分あります。,Here 十分 means “enough/sufficient” (pronounced juubun). You can use it before verbs (十分あります) or with です (十分です) to sound polite.,<img src='JPN1K-592.jpeg'>
JPN1K-593,593,もらえる,"to be able to receive, to be able to take, to be able to accept",もらえる,もらえる,これ は もらえる の？,Can I have this?,Kore wa moraeru no?,これはもらえるの？,Casual. もらえる is the “can receive” form of もらう. の？ softens the question.,<img src='JPN1K-593.jpeg'>
JPN1K-594,594,忙しい,"busy, hectic, occupied, engaged",忙[いそが]しい,いそがしい,あなたは 今[いま]忙しいですか。,Are you busy now?,Anata wa ima isogashii desu ka.,あなたは今忙しいですか。,Polite way to ask if someone is currently busy.,<img src='JPN1K-594.jpeg'>
JPN1K-595,595,生徒,"student, pupil",生徒[せいと],せいと,私[わたし] は 生徒 です。,I am a student.,Watashi wa seito desu.,私は生徒です。,Polite self-introduction. 生徒 usually means a school pupil (not a university student).,<img src='JPN1K-595.jpeg'>
JPN1K-596,596,未来,the future (usually distant),未来[みらい],みらい,未来[みらい] は どう なる？,What will happen in the future?,Mirai wa dou naru?,未来はどうなる？,"未来 is used for a distant or broader future, not just tomorrow. This is a casual question.",<img src='JPN1K-596.jpeg'>
JPN1K-597,597,南,South,南[みなみ],みなみ,明日[あした]南[みなみ]へ 行[い]く？,Going south tomorrow?,Ashita minami e iku?,明日南へ行く？,Often used with へ/に to show direction. Casual question here.,<img src='JPN1K-597.jpeg'>
JPN1K-598,598,親,"parent, parents",親[おや],おや,私[わたし] の 親[おや] は ここ に いる。,My parents are here.,Watashi no oya wa koko ni iru.,私の親はここにいる。,親 usually means parents as a group; context decides singular or plural. いる is the plain form for living things.,<img src='JPN1K-598.jpeg'>
JPN1K-599,599,州,"state, province, county",州[しゅう],しゅう,この 州[しゅう] に 住[す]んで います。,I live in this state.,Kono shuu ni sunde imasu.,この州に住んでいます。,"州 is used for states or provinces, like US states. Often follows a place name (e.g., New York 州).",<img src='JPN1K-599.jpeg'>
JPN1K-600,600,戦い,"battle, fight, struggle, conflict",戦[たたか]い,たたかい,戦[たたか]いは 終[お]わりですか。,Is the battle over?,Tatakai wa owari desu ka.,戦いは終わりですか。,"戦い is a noun for a serious fight or struggle, literal or figurative. This is a polite question.",<img src='JPN1K-600.jpeg'>
JPN1K-601,601,貸す,"to lend, to loan",貸[か]す,かす,これを 貸[か]すよ。,I'll lend you this.,Kore o kasu yo.,これを貸すよ。,"Casual offer. よ adds a friendly, assuring tone.",<img src='JPN1K-601.jpeg'>
JPN1K-602,602,罪,"crime, fault, indiscretion, sin",罪[つみ],つみ,これは 私[わたし]の 罪[つみ]です。,This is my fault.,Kore wa watashi no tsumi desu.,これは私の罪です。,"罪 feels heavy, like sin or crime. This sentence is polite; in casual talk for small mistakes people often use other words.",<img src='JPN1K-602.jpeg'>
JPN1K-603,603,聖,"sacred, saint",聖[きよし],きよし,聖[きよし]さんはいますか？,Is Kiyoshi here?,Kiyoshi-san wa imasu ka?,聖さんはいますか？,"Here, 聖 (kiyoshi) is used as a given name. さん adds politeness when asking if someone is present.",<img src='JPN1K-603.jpeg'>
JPN1K-604,604,大好き,"loveable, very likeable, like very much",大好[だいす]き,だいすき,コーヒー は 大好き です。,I love coffee.,Koohii wa daisuki desu.,コーヒーは大好きです。,"Stronger than suki; it feels like “love” for things or people (often non-romantic). With desu, it’s polite.",<img src='JPN1K-604.jpeg'>
JPN1K-605,605,狙う,to aim at,狙[ねら]う,ねらう,君[きみ]は 誰[だれ]を 狙[ねら]うの？,Who are you aiming at?,Kimi wa dare o nerau no?,君は誰を狙うの？,Casual question; の softens the question. 狙う is used for both literal aiming and figurative targeting.,<img src='JPN1K-605.jpeg'>
JPN1K-606,606,経験,experience,経験[けいけん],けいけん,私[わたし]は 経験[けいけん]があります。,I have experience.,Watashi wa keiken ga arimasu.,私は経験があります。,"Use X ga arimasu to say you have something, even abstract things like experience. This is polite.",<img src='JPN1K-606.jpeg'>
JPN1K-607,607,人々,"each person, people, men and women, everybody",人々[ひとびと],ひとびと,人々はどう 思[おも]う？,What do people think?,Hitobito wa do omou?,人々はどう思う？,"人々 means people in general. It sounds a bit formal; in casual talk, minna is common.",<img src='JPN1K-607.jpeg'>
JPN1K-608,608,大学,university,大学[だいがく],だいがく,大学[だいがく]はどこですか？,Where is the university?,Daigaku wa doko desu ka?,大学はどこですか？,Polite way to ask a location. は marks the topic (university).,<img src='JPN1K-608.jpeg'>
JPN1K-609,609,若い,young,若[わか]い,わかい,君[きみ]は若いよ。,You're young.,Kimi wa wakai yo.,君は若いよ。,"Casual and friendly. The particle yo adds emphasis, like saying really.",<img src='JPN1K-609.jpeg'>
